month,category,segment,product_count,stock_on_hand,units_received,units_sold,stockout_days,avg_days_of_supply,avg_fill_rate,stockout_flag_share,overstock_flag_share,reorder_flag_share,avg_sell_through_rate
2021-10-01,Casual,All-weather,33,3446,148,137,26,1039.678787878788,0.973739393939394,0.5454545454545454,0.7575757575757576,0.0,0.11701818181818183
2021-10-01,GenZ,Trendy,47,5000,209,189,61,894.3170212765958,0.9567425531914894,0.7659574468085106,0.7659574468085106,0.0,0.13972127659574468
2021-10-01,Outdoor,Activewear,112,37315,619,560,132,2144.6,0.9607125,0.5714285714285714,0.8125,0.0,0.10627410714285714
2021-10-01,Outdoor,Premium,17,5931,121,108,15,3369.035294117647,0.9705823529411765,0.5294117647058824,0.9411764705882353,0.0,0.04184705882352941
2021-10-01,Streetwear,Balanced,65,14871,776,677,75,2201.2446153846154,0.9615369230769232,0.7538461538461538,0.6615384615384615,0.0,0.1625446153846154
2021-10-01,Streetwear,Everyday,85,20206,596,524,94,2129.7176470588233,0.9631423529411764,0.7176470588235294,0.8235294117647058,0.0,0.11350235294117647
2021-10-01,Streetwear,Performance,47,17139,315,278,49,1621.6425531914892,0.9652404255319149,0.6170212765957447,0.7872340425531915,0.0,0.12148510638297871
2021-10-01,Streetwear,Standard,18,754,63,58,18,696.3277777777778,0.9666555555555555,0.5555555555555556,0.7222222222222222,0.0,0.1520388888888889
2021-11-01,Casual,Activewear,6,22,22,20,11,66.26666666666667,0.9389,0.6666666666666666,0.0,0.0,0.37179999999999996
2021-11-01,Casual,All-weather,24,3252,116,108,25,947.4875000000001,0.9652708333333333,0.625,0.875,0.0,0.09234583333333334
2021-11-01,GenZ,Trendy,43,6002,138,127,34,1474.2627906976745,0.9736465116279069,0.5581395348837209,0.8372093023255814,0.0,0.11229767441860465
2021-11-01,Outdoor,Activewear,100,37505,812,708,104,2231.521,0.9653320000000001,0.68,0.88,0.0,0.084879
2021-11-01,Outdoor,Premium,17,5608,165,144,16,2115.5176470588235,0.968635294117647,0.7058823529411765,0.8823529411764706,0.0,0.07545294117647058
2021-11-01,Streetwear,Balanced,55,11298,664,582,59,1636.378181818182,0.964249090909091,0.7818181818181819,0.6727272727272727,0.0,0.1677509090909091
2021-11-01,Streetwear,Everyday,82,20515,459,415,84,2367.4743902439022,0.9658536585365854,0.6585365853658537,0.8780487804878049,0.0,0.09032926829268292
2021-11-01,Streetwear,Performance,48,17884,211,191,54,2470.233333333333,0.96249375,0.6875,0.8125,0.0,0.10675
2021-11-01,Streetwear,Standard,14,539,41,39,16,544.8214285714286,0.9619,0.7142857142857143,0.8571428571428571,0.0,0.13392857142857142
2021-12-01,Casual,Activewear,8,32,34,30,12,46.4,0.9500125,0.875,0.0,0.0,0.4345125
2021-12-01,Casual,All-weather,31,3636,154,138,38,988.0483870967741,0.9591322580645162,0.6774193548387096,0.7741935483870968,0.0,0.12905806451612903
2021-12-01,GenZ,Trendy,48,6561,201,187,56,1182.6812499999999,0.9611125,0.625,0.7916666666666666,0.0,0.13018541666666666
2021-12-01,Outdoor,Activewear,132,38776,1772,1528,144,901.2106060606061,0.9636371212121213,0.7045454545454546,0.7575757575757576,0.0,0.13418560606060606
2021-12-01,Outdoor,Premium,24,5353,199,177,28,942.1041666666666,0.9611000000000001,0.6666666666666666,0.7916666666666666,0.0,0.1136375
2021-12-01,Streetwear,Balanced,61,12399,802,693,74,3071.018032786885,0.9595573770491803,0.5901639344262295,0.6557377049180327,0.0,0.1860311475409836
2021-12-01,Streetwear,Everyday,86,19376,441,392,96,2535.5953488372093,0.9627848837209302,0.686046511627907,0.872093023255814,0.0,0.08912790697674419
2021-12-01,Streetwear,Performance,46,17170,262,239,49,2007.2695652173916,0.964495652173913,0.7391304347826086,0.782608695652174,0.0,0.1262782608695652
2021-12-01,Streetwear,Standard,17,534,58,54,20,525.3764705882353,0.9607882352941177,0.8235294117647058,0.7058823529411765,0.0,0.16331764705882354
2022-01-01,Casual,Activewear,8,35,41,38,11,40.0375,0.9541625,0.75,0.0,0.0,0.4895875
2022-01-01,Casual,All-weather,29,3712,150,137,23,941.0620689655173,0.9735655172413793,0.5517241379310345,0.8620689655172413,0.0,0.09715862068965518
2022-01-01,GenZ,Trendy,42,5755,160,146,38,1770.4690476190476,0.9698428571428572,0.6190476190476191,0.8095238095238095,0.0,0.1182595238095238
2022-01-01,Outdoor,Activewear,94,36564,590,526,94,2633.290425531915,0.9666617021276597,0.5957446808510638,0.8617021276595744,0.0,0.07915957446808511
2022-01-01,Outdoor,Premium,18,5369,206,179,19,1398.0888888888887,0.9648111111111111,0.4444444444444444,0.8888888888888888,0.0,0.09110000000000001
2022-01-01,Streetwear,Balanced,61,12815,734,628,62,2645.5737704918033,0.9661213114754098,0.6885245901639344,0.7213114754098361,0.0,0.1367327868852459
2022-01-01,Streetwear,Everyday,72,18686,408,365,55,2818.9083333333333,0.9745375000000001,0.5138888888888888,0.8888888888888888,0.0,0.08530277777777778
2022-01-01,Streetwear,Performance,46,16824,281,250,36,1266.9717391304348,0.9739108695652174,0.5,0.8043478260869565,0.0,0.12458913043478262
2022-01-01,Streetwear,Standard,18,572,37,36,19,509.1111111111111,0.9648111111111111,0.6666666666666666,0.9444444444444444,0.0,0.09607777777777778
2022-02-01,Casual,Activewear,8,67,30,28,11,163.875,0.95415,0.75,0.25,0.0,0.3532125
2022-02-01,Casual,All-weather,30,3706,201,175,26,747.8066666666667,0.9711099999999999,0.5666666666666667,0.8,0.0,0.11197333333333333
2022-02-01,GenZ,Trendy,45,6028,207,182,45,1208.2355555555555,0.9666644444444445,0.6444444444444445,0.8222222222222222,0.0,0.12186888888888889
2022-02-01,Outdoor,Activewear,112,37347,744,662,123,1585.3991071428572,0.9633946428571428,0.7410714285714286,0.7410714285714286,0.0,0.13251875
2022-02-01,Outdoor,Premium,17,5589,181,157,16,2294.564705882353,0.9686235294117647,0.5882352941176471,0.8235294117647058,0.0,0.08989411764705882
2022-02-01,Streetwear,Balanced,65,14940,1008,887,70,2488.712307692308,0.9641015384615385,0.6461538461538462,0.6615384615384615,0.0,0.17655076923076923
2022-02-01,Streetwear,Everyday,83,20274,786,688,89,2079.6493975903613,0.9642518072289157,0.6506024096385542,0.8072289156626506,0.0,0.11575903614457832
2022-02-01,Streetwear,Performance,47,17560,503,441,57,1066.908510638298,0.9595702127659574,0.7659574468085106,0.6808510638297872,0.0,0.14598297872340427
2022-02-01,Streetwear,Standard,19,894,53,50,19,963.7263157894737,0.9666684210526316,0.6842105263157895,0.8947368421052632,0.0,0.11796842105263158
2022-03-01,Casual,Activewear,10,55,42,36,10,84.6,0.96668,0.7,0.2,0.0,0.32428
2022-03-01,Casual,All-weather,30,3631,330,293,30,333.55,0.9666666666666667,0.6666666666666666,0.8,0.0,0.14700666666666665
2022-03-01,GenZ,Trendy,60,6629,422,377,70,1139.0533333333333,0.9611149999999999,0.6666666666666666,0.7166666666666667,0.0,0.17440333333333333
2022-03-01,Outdoor,Activewear,114,38237,975,838,107,1469.1991228070176,0.9687166666666667,0.6578947368421053,0.7982456140350878,0.0,0.1053377192982456
2022-03-01,Outdoor,Premium,21,5958,267,233,16,1738.4238095238095,0.9746142857142857,0.6190476190476191,0.8095238095238095,0.0,0.10918095238095239
2022-03-01,Streetwear,Balanced,67,13050,1574,1342,97,1902.5164179104477,0.951744776119403,0.746268656716418,0.5671641791044776,0.0,0.2132089552238806
2022-03-01,Streetwear,Everyday,95,25398,1281,1112,115,2714.338947368421,0.9596526315789474,0.6736842105263158,0.7473684210526316,0.0,0.12979263157894735
2022-03-01,Streetwear,Performance,57,17826,920,774,64,810.6842105263158,0.9625701754385966,0.6842105263157895,0.7192982456140351,0.0,0.1739736842105263
2022-03-01,Streetwear,Standard,20,890,100,91,20,645.14,0.9666750000000001,0.75,0.9,0.0,0.15943000000000002
2022-04-01,Casual,Activewear,6,49,80,68,37,45.050000000000004,0.7944333333333334,0.8333333333333334,0.0,0.0,0.46831666666666666
2022-04-01,Casual,All-weather,34,3844,434,375,42,382.3176470588235,0.9588294117647059,0.6764705882352942,0.6764705882352942,0.0,0.1780558823529412
2022-04-01,GenZ,Trendy,58,6813,670,584,92,452.5603448275862,0.9471224137931035,0.7413793103448276,0.5862068965517241,0.0,0.22086551724137932
2022-04-01,Outdoor,Activewear,124,40706,1179,1024,144,1375.125,0.9612895161290322,0.7338709677419355,0.7741935483870968,0.0,0.12009193548387095
2022-04-01,Outdoor,Premium,19,5809,232,204,19,965.5421052631579,0.9666736842105264,0.7368421052631579,0.8421052631578947,0.0,0.09078947368421053
2022-04-01,Streetwear,Balanced,71,15012,1842,1565,71,2211.5647887323944,0.9666704225352113,0.5774647887323944,0.5352112676056338,0.0,0.2319535211267606
2022-04-01,Streetwear,Everyday,100,25683,1670,1406,130,2394.405,0.956673,0.7,0.77,0.0,0.150495
2022-04-01,Streetwear,Performance,62,18264,1155,976,61,551.5870967741936,0.9672096774193548,0.7096774193548387,0.6612903225806451,0.0,0.18435483870967742
2022-04-01,Streetwear,Standard,22,797,181,158,30,275.3863636363636,0.954540909090909,0.7727272727272727,0.5909090909090909,0.0,0.2297090909090909
2022-05-01,Casual,Activewear,8,89,38,34,3,180.0,0.9875125,0.375,0.25,0.0,0.2778
2022-05-01,Casual,All-weather,33,3751,377,325,36,327.4939393939394,0.9636424242424243,0.7878787878787878,0.6666666666666666,0.0,0.17725757575757575
2022-05-01,GenZ,Trendy,57,6847,517,452,69,779.8543859649122,0.9596473684210526,0.7192982456140351,0.6666666666666666,0.0,0.19669473684210528
2022-05-01,Outdoor,Activewear,120,42001,963,848,118,1778.8058333333333,0.9672225,0.6583333333333333,0.85,0.0,0.09661499999999999
2022-05-01,Outdoor,Premium,21,6015,209,181,20,1170.0809523809523,0.9682619047619048,0.7142857142857143,0.8571428571428571,0.0,0.08658095238095238
2022-05-01,Streetwear,Balanced,63,14704,1646,1401,67,3483.2111111111108,0.9645476190476191,0.6031746031746031,0.5714285714285714,0.0,0.22359523809523807
2022-05-01,Streetwear,Everyday,95,23834,1416,1222,90,1926.078947368421,0.9684242105263158,0.6,0.7578947368421053,0.0,0.13078736842105262
2022-05-01,Streetwear,Performance,65,18996,1092,917,77,950.0061538461539,0.9605123076923078,0.676923076923077,0.6461538461538462,0.0,0.19362461538461537
2022-05-01,Streetwear,Standard,23,702,143,129,33,255.0391304347826,0.9521782608695653,0.782608695652174,0.6086956521739131,0.0,0.2187260869565217
2022-06-01,Casual,Activewear,4,50,33,30,3,47.5,0.975025,0.75,0.0,0.0,0.399725
2022-06-01,Casual,All-weather,33,3791,365,310,42,363.56363636363636,0.9575757575757576,0.6666666666666666,0.6363636363636364,0.0,0.18073030303030305
2022-06-01,GenZ,Trendy,60,6861,573,502,67,667.4283333333333,0.9627816666666666,0.7166666666666667,0.65,0.0,0.18586333333333332
2022-06-01,Outdoor,Activewear,108,39658,925,812,109,1787.5064814814816,0.9663601851851852,0.6944444444444444,0.8425925925925926,0.0,0.09213981481481481
2022-06-01,Outdoor,Premium,18,6009,175,158,16,2134.588888888889,0.9703722222222222,0.6111111111111112,0.9444444444444444,0.0,0.05863888888888889
2022-06-01,Streetwear,Balanced,59,10240,1879,1582,53,1254.8186440677966,0.9700610169491526,0.6101694915254238,0.4915254237288136,0.0,0.23623559322033896
2022-06-01,Streetwear,Everyday,98,23322,1512,1289,109,2003.272448979592,0.9629234693877551,0.6938775510204082,0.7448979591836735,0.0,0.14086632653061223
2022-06-01,Streetwear,Performance,63,19074,1047,912,74,902.8444444444444,0.9608492063492065,0.6349206349206349,0.6190476190476191,0.0,0.1849984126984127
2022-06-01,Streetwear,Standard,21,695,184,164,29,248.2095238095238,0.9539666666666667,0.7142857142857143,0.6666666666666666,0.0,0.2052904761904762
2022-07-01,Casual,Activewear,4,50,6,6,2,322.5,0.98335,0.5,0.75,0.0,0.1391
2022-07-01,Casual,All-weather,31,3784,264,231,34,518.158064516129,0.9634483870967743,0.7419354838709677,0.7419354838709677,0.0,0.14926451612903227
2022-07-01,GenZ,Trendy,57,6895,490,422,67,1014.542105263158,0.9608228070175439,0.7719298245614035,0.7192982456140351,0.0,0.16001052631578946
2022-07-01,Outdoor,Activewear,82,37263,674,590,84,2027.790243902439,0.9658536585365854,0.6829268292682927,0.8658536585365854,0.0,0.0840829268292683
2022-07-01,Outdoor,Premium,26,6010,146,132,24,1749.3807692307694,0.9692384615384615,0.6923076923076923,0.7307692307692307,0.0,0.10853076923076924
2022-07-01,Streetwear,Balanced,55,8340,1305,1132,64,394.13272727272727,0.9612072727272727,0.7272727272727273,0.6181818181818182,0.0,0.19000727272727272
2022-07-01,Streetwear,Everyday,84,21301,1027,886,84,2306.2928571428574,0.9666642857142856,0.6428571428571429,0.7619047619047619,0.0,0.1281452380952381
2022-07-01,Streetwear,Performance,54,17821,722,627,54,858.6944444444445,0.9666666666666667,0.6481481481481481,0.7037037037037037,0.0,0.16792962962962962
2022-07-01,Streetwear,Standard,17,619,112,97,18,230.24117647058824,0.9647058823529411,0.7058823529411765,0.8235294117647058,0.0,0.16598823529411766
2022-08-01,Casual,Activewear,6,56,12,12,7,140.0,0.9611000000000001,0.6666666666666666,0.5,0.0,0.242
2022-08-01,Casual,All-weather,35,3856,327,286,32,404.42,0.9695285714285715,0.6571428571428571,0.6,0.0,0.17599428571428571
2022-08-01,GenZ,Trendy,60,6848,648,568,57,655.265,0.9683316666666666,0.6166666666666667,0.6833333333333333,0.0,0.16940333333333332
2022-08-01,Outdoor,Activewear,104,39832,683,608,105,2302.1076923076926,0.9663423076923077,0.6346153846153846,0.9038461538461539,0.0,0.06932692307692308
2022-08-01,Outdoor,Premium,31,6100,253,222,31,934.2032258064515,0.9666709677419355,0.7096774193548387,0.6451612903225806,0.0,0.1518225806451613
2022-08-01,Streetwear,Balanced,69,12137,1598,1360,79,1764.9347826086957,0.9618376811594203,0.5942028985507246,0.5652173913043478,0.0,0.19239565217391305
2022-08-01,Streetwear,Everyday,83,17311,1074,929,95,1231.6036144578313,0.9618433734939759,0.7108433734939759,0.7951807228915663,0.0,0.13239759036144577
2022-08-01,Streetwear,Performance,55,18051,789,684,57,792.8490909090908,0.9654509090909091,0.6363636363636364,0.6909090909090909,0.0,0.17038363636363638
2022-08-01,Streetwear,Standard,18,693,115,103,18,404.9944444444444,0.9666833333333334,0.7777777777777778,0.7222222222222222,0.0,0.17577222222222222
2022-09-01,Casual,Activewear,4,50,4,4,1,375.0,0.991675,0.25,1.0,0.0,0.0901
2022-09-01,Casual,All-weather,35,4134,241,214,30,689.5571428571428,0.9714314285714286,0.6,0.8285714285714286,0.0,0.11968
2022-09-01,GenZ,Trendy,52,6634,334,293,49,1766.7653846153846,0.9685903846153846,0.6346153846153846,0.7884615384615384,0.0,0.12976153846153846
2022-09-01,Outdoor,Activewear,84,37342,492,436,87,3347.3345238095235,0.9654738095238096,0.6666666666666666,0.9047619047619048,0.0,0.0628654761904762
2022-09-01,Outdoor,Premium,31,6444,262,231,34,1214.374193548387,0.9634387096774193,0.7096774193548387,0.6774193548387096,0.0,0.1569967741935484
2022-09-01,Streetwear,Balanced,63,12279,1193,1014,75,1574.763492063492,0.9603158730158731,0.6984126984126984,0.6825396825396826,0.0,0.18475555555555556
2022-09-01,Streetwear,Everyday,80,21324,844,726,72,2378.4575,0.96999875,0.5875,0.8625,0.0,0.1028375
2022-09-01,Streetwear,Performance,51,18420,420,369,48,1508.2960784313727,0.9686274509803922,0.6274509803921569,0.8235294117647058,0.0,0.1145470588235294
2022-09-01,Streetwear,Standard,19,682,78,73,19,467.88421052631577,0.9666684210526316,0.6842105263157895,0.7894736842105263,0.0,0.1363736842105263
2022-10-01,Casual,Activewear,2,14,4,4,2,105.0,0.9667,1.0,0.5,0.0,0.225
2022-10-01,Casual,All-weather,35,3688,228,202,36,615.8885714285714,0.9657085714285714,0.6285714285714286,0.8,0.0,0.14001714285714284
2022-10-01,GenZ,Trendy,44,6363,221,204,54,2264.081818181818,0.9590818181818183,0.7272727272727273,0.9090909090909091,0.0,0.0976340909090909
2022-10-01,Outdoor,Activewear,90,38686,498,442,97,3240.387777777778,0.9640711111111112,0.6888888888888889,0.9222222222222223,0.0,0.05805111111111111
2022-10-01,Outdoor,Premium,34,6438,292,264,38,751.5617647058823,0.9627441176470588,0.7352941176470589,0.7058823529411765,0.0,0.17706764705882352
2022-10-01,Streetwear,Balanced,59,12086,959,818,86,2067.781355932203,0.9514084745762712,0.559322033898305,0.7288135593220338,0.0,0.17558813559322034
2022-10-01,Streetwear,Everyday,78,17889,633,559,80,2166.6871794871795,0.9658166666666665,0.6538461538461539,0.9358974358974359,0.0,0.10369871794871795
2022-10-01,Streetwear,Performance,50,18239,417,362,64,1531.73,0.957342,0.66,0.86,0.0,0.112534
2022-10-01,Streetwear,Standard,17,852,57,53,12,517.0411764705883,0.9764705882352942,0.47058823529411764,0.9411764705882353,0.0,0.10935882352941176
2022-11-01,Casual,Activewear,4,42,4,4,4,315.0,0.966675,0.75,0.5,0.0,0.1516
2022-11-01,Casual,All-weather,31,3930,152,137,35,1392.0806451612902,0.9623645161290323,0.7096774193548387,0.9032258064516129,0.0,0.10653870967741935
2022-11-01,GenZ,Trendy,42,4929,174,155,38,1877.892857142857,0.9698428571428572,0.6190476190476191,0.8809523809523809,0.0,0.09494285714285715
2022-11-01,Outdoor,Activewear,82,36217,605,532,127,3014.842682926829,0.9483756097560976,0.8048780487804879,0.8780487804878049,0.0,0.07944634146341463
2022-11-01,Outdoor,Premium,38,6558,235,206,34,790.4394736842105,0.9701736842105263,0.5789473684210527,0.7894736842105263,0.0,0.1363157894736842
2022-11-01,Streetwear,Balanced,61,10902,691,594,78,1522.4852459016395,0.9573786885245902,0.7213114754098361,0.8360655737704918,0.0,0.13232295081967213
2022-11-01,Streetwear,Everyday,65,14202,426,381,67,1751.9984615384615,0.9656369230769231,0.6153846153846154,0.9076923076923077,0.0,0.08791846153846153
2022-11-01,Streetwear,Performance,37,17608,312,274,52,2978.3324324324326,0.9531540540540541,0.7567567567567568,0.918918918918919,0.0,0.11460540540540541
2022-11-01,Streetwear,Standard,16,615,50,49,17,369.2625,0.96458125,0.6875,0.875,0.0,0.10931249999999999
2022-12-01,Casual,Activewear,2,6,2,2,3,90.0,0.95,1.0,0.0,0.0,0.25
2022-12-01,Casual,All-weather,38,4089,211,188,44,869.9499999999999,0.9614026315789473,0.7631578947368421,0.7631578947368421,0.0,0.13336315789473685
2022-12-01,GenZ,Trendy,44,5126,222,199,37,1019.4159090909092,0.9719704545454545,0.5681818181818182,0.8409090909090909,0.0,0.11745
2022-12-01,Outdoor,Activewear,102,43289,1733,1496,154,2878.9039215686275,0.9496774509803922,0.7450980392156863,0.8431372549019608,0.0,0.09654019607843137
2022-12-01,Outdoor,Premium,42,6640,343,301,33,537.5357142857143,0.9738071428571429,0.4523809523809524,0.6428571428571429,0.0,0.1711952380952381
2022-12-01,Streetwear,Balanced,59,9105,722,623,59,713.2474576271186,0.9666677966101695,0.6271186440677966,0.7627118644067796,0.0,0.14434406779661016
2022-12-01,Streetwear,Everyday,72,19466,448,406,81,3319.047222222222,0.9625041666666667,0.7083333333333334,0.9444444444444444,0.0,0.077875
2022-12-01,Streetwear,Performance,50,15961,335,292,71,2212.482,0.9526680000000001,0.76,0.74,0.0,0.12817399999999998
2022-12-01,Streetwear,Standard,15,553,65,58,11,437.27333333333337,0.97556,0.5333333333333333,0.8,0.0,0.12488
